tmdb_id,title,original_title,description,release_year,image_url,external_rating_average,external_rating_count,runtime_minutes,director_names,actor_names
388,Не пойман — не вор,Inside Man,"История крутого полицейского, детектива Фрезьера, который сталкивается «на узкой дорожке» с хитрым грабителем банков Долтоном. Их противостояние выливается в напряженную драму с захватом заложников. По мере того, как развивается эта игра в «кошки-мышки», на горизонте появляется еще одна загадочная фигура — брокер Мадалина, роль которой в разворачивающихся событиях остается до поры до времени совершенно непонятной. Мадалина вносит еще больше хаоса и нестабильности в и без того чрезвычайно хрупкую ситуацию…",2006,https://image.tmdb.org/t/p/w500/Q5ZK54zR7tBdDYoJQ9oHoaaRKx.jpg,7.403,6351,129,Спайк Ли,"Дензел Вашингтон, Клайв Оуэн, Джоди Фостер, Кристофер Пламмер, Уиллем Дефо, Чиветел Эджиофор, Carlos Andrés Gómez, Kim Director, Джеймс Рэнсон, Bernie Rachelle"
821,Нюрнбергский процесс,Judgment at Nuremberg,"В Нюрнберге идет процесс над нацистскими преступниками. Слушаются дела юристов, служивших нацистскому режиму. Напряженная судебная драма сосредоточена вокруг судебного разбирательства под председательством главного судьи, во время которого главный защитник с помощью откровений одного из подсудимых осознает, что он совершает ошибку, выступая в защиту явных пособников нацизма.",1961,https://image.tmdb.org/t/p/w500/9YLdT7Ndok3pc0CBFxdFTGLHtxO.jpg,8.011,944,179,Stanley Kramer,"Спенсер Трейси, Ричард Уидмарк, Максимилиан Шелл, Burt Lancaster, Марлен Дитрих, Джуди Гарленд, Montgomery Clift, Уильям Шетнер, Werner Klemperer, Kenneth MacKenna"
20126,Кроваво-красное,Profondo rosso,"Во время лекции на конгрессе парапсихологии женщина, читавшая лекцию и угадывавшая имена присутствующих в зале и что у них в кармане, забилась в припадке, утверждая, что в зале смерть, что она видит ужасное убийство на вилле, что она слышит детскую песенку. И в ту же ночь ее зверски зарезал огромным тесаком человек в плаще, которого видел джазовый пианист. Невольно пианист втягивается в эту историю и начинает свое собственное расследование.",1975,https://image.tmdb.org/t/p/w500/wP6geQutTBbQcDY43ytGOTUVV9e.jpg,7.721,1590,127,Dario Argento,"Дэвид Хеммингс, Daria Nicolodi, Gabriele Lavia, Маша Мериль, Eros Pagni, Giuliana Calandra, Piero Mazzinghi, Glauco Mauri, Clara Calamai, Aldo Bonamano"
65754,Девушка с татуировкой дракона,The Girl with the Dragon Tattoo,"40 лет назад Харриет Вангер бесследно пропала на острове, принадлежащем могущественному клану Вангер. Тело так и не нашли, но её дядя убежден, что девушку убили, и что убийца является членом его собственной неблагополучной семьи. Он нанимает опального журналиста Микаэля Блумквиста и татуированную хакершу Лисбет Саландер для проведения расследования.",2011,https://image.tmdb.org/t/p/w500/qMTJRPjORJOFFSaB7f8PWuIhqpI.jpg,7.385,7608,158,Дэвид Финчер,"Дэниел Крейг, Руни Мара, Кристофер Пламмер, Стеллан Скарсгард, Робин Райт, Йорик ван Вагенинген, Стивен Беркофф, Джоэли Ричардсон, Джеральдин Джеймс, Горан Вишнич"
9426,Муха,The Fly,"Талантливый и немного эксцентричный ученый Сет Брандл изучает проблемы телепортации. Начав с перемещения в пространстве неодушевленных предметов, гений от науки решает поэкспериментировать с живыми существами.Воодушевленный удачным результатом опыта по телепортации обезьяны, он сам хочет стать объектом эксперимента. Но по воле случая в стерильную камеру залетает муха. Это маленькое насекомое навсегда меняет жизнь Сета — он становится другим. Другим существом…",1986,https://image.tmdb.org/t/p/w500/yNTIXb6irGZPmhHnIxdlhnbTD9D.jpg,7.432,4964,96,Дэвид Кроненберг,"Джефф Голдблюм, Джина Дэвис, Джон Гец, Joy Boushel, Лесли Карлсон, George Chuvalo, Michael Copeman, Дэвид Кроненберг, Carol Lazare, Shawn Hewitt"
557,Человек-паук,Spider-Man,"Еще вчера Питер Паркер был обычным школьником, которого все считали неудачником и занудой, но в один прекрасный день с ним происходит чудо. Питера кусает паук-мутант, после чего с нескладным юношей происходит фантастическая метаморфоза! И вскоре Человеку-Пауку придется сразиться с Зеленым Гоблином - терроризирующим город монстром на летающем глайдере. В этой великой битве решится не только их судьба, но и судьбы тысяч жителей города...",2002,https://image.tmdb.org/t/p/w500/uxNYgyfM9zeIQevvLON8zlPLocS.jpg,7.329,20660,211,Сэм Рэйми,"Тоби Магуайр, Уиллем Дефо, Кирстен Данст, Джеймс Франко, Клифф Робертсон, Rosemary Harris, Джей Кей Симмонс, Джо Манганьелло, Gerry Becker, Билл Нанн"
360814,Дангал,दंगल,"Когда-то Махавир Сингх Пхогат был чемпионом Индии по борьбе. По причине бедности он был вынужден бросить спорт, но поклялся воспитать сына, который станет в будущем олимпийским чемпионом. Но вот досада — у них с женой родились четыре дочки. Отец сначала отчаялся, но потом, увидев, что подросшие девчонки поколачивают одноклассников, решил всё же сделать из них спортсменок.",2016,https://image.tmdb.org/t/p/w500/s4CGpFZVAoCLjdyHGRNBa9t0Ulr.jpg,7.878,1155,160,Nitesh Tiwari,"Аамир Кхан, Fatima Sana Shaikh, Sanya Malhotra, Zaira Wasim, Suhani Bhatnagar, Aparshakti Khurana, Girish Kulkarni, Sakshi Tanwar, Vivan Bhatena, Ritwik Sahore"
1280,Пустой дом,빈집,"Весь день Тэ-сук разъезжает на мотоцикле по городу, развешивая на дверях домов рекламные плакаты. А вечером он сорвет плакат с того дома, где отсутствует хозяин, и временно пропишется в его квартире.  Тэ-сук моет посуду, стирает белье и чинит вещи. В одном из домов он не замечает странную молчаливую женщину. Сун-хва давно несчастлива в браке, страдает от побоев мужа и, улучив момент, бежит с Тэ-суком, принимая его образ жизни и меняя одну квартиру за другой, один дом за другим…",2004,https://image.tmdb.org/t/p/w500/bLvTCkp4SehusFbbp0MlKTfiRUv.jpg,7.826,1264,88,김기덕,"이승연, 재희, Kwon Hyuk-ho, Чу Джин Мо, Jeong-ho Choi, 이주석, Lee Mi-suk, Moon Sung-hyuk, Пак Джи-а, Jang Jae-yong"
579974,RRR: Рядом ревёт революция,రౌద్రం రణం రుధిరం,"Британская Индия. Рама — преданный полицейский на службе у колониального правительства, способный расправиться с толпой в одиночку, и местные считают его предателем. Бхим — парень из племени гондов, который вынужден отправиться в Дели на поиски похищенной губернатором маленькой соплеменницы. Узнав об этом, губернатор объявляет награду за его поимку, и, чтобы продвинуться по службе, Рама берётся за это задание. Спасая упавшего в реку мальчика, Рама и Бхим становятся друзьями. Они не знают ни настоящих личностей, ни скрытых мотивов друг друга, но это знакомство положит начало большим переменам.",2022,https://image.tmdb.org/t/p/w500/wx8xjQIxx3da4bqdm9bpERf69h2.jpg,7.715,1598,187,S. S. Rajamouli,"N.T. Rama Rao Jr., Ram Charan, Оливия Моррис, Рэй Стивенсон, Элисон Дуди, Ajay Devgan, Alia Bhatt, Samuthirakani, Twinkle Sharma, Shriya Saran"
783,Ганди,Gandhi,"В 1869 году, когда Ганди родился, его страна ещё была украшением Британской империи и одной из драгоценностей королевы Виктории. 30 января 1948 года, в день его убийства, Индия была свободной. Это стало плодом его трудов, трудов долгой титанической жизни.",1982,https://image.tmdb.org/t/p/w500/hScoNukv5xRiqQUOmWRvsjVKacl.jpg,7.563,2505,191,Ричард Аттенборо,"Бен Кингсли, Кэндис Берген, Эдвард Фокс, Джон Гилгуд, Тревор Ховард, John Mills, रोहिणी हट्टंगड़ी, Мартин Шин, Ian Charleson, Харш Найяр"
74308,Учитель на замену,Detachment,"Генри Барт — учитель на замену, который получает очередное временное назначение. На этот раз он должен преподавать английский язык и литературу в «неблагополучной» школе, где в порядке вещей нецензурная брань и оскорбления в отношении учителей.",2011,https://image.tmdb.org/t/p/w500/ljau524j0uzCOgRsIEHWCOAMz8f.jpg,7.628,2014,98,Тони Кэй,"Эдриен Броуди, Марсия Гей Харден, Джеймс Каан, Кристина Хендрикс, Люси Лью, Блайт Даннер, Тим Блейк Нельсон, Уильям Петерсен, Брайан Крэнстон, Sami Gayle"
192,Имя розы,The Name of the Rose,"1327 год. В обществе молодого послушника Адсо францисканский монах Вильям Баскервильский расследует серию трагических смертей монахов в бенедиктинском монастыре на севере Италии.  За всеми этими смертями кроется страшная тайна, и вскоре Вильям убеждается, что ключ к раскрытию загадки лежит в обнаружении сурово охраняемого древнего манускрипта, который хранится в тайной библиотеке монастыря…",1986,https://image.tmdb.org/t/p/w500/2Wz5d7kCyqhBCWNDwS0ARNt9tSw.jpg,7.497,3316,130,Jean-Jacques Annaud,"Шон Коннери, Кристиан Слейтер, Гельмут Квальтингер, Илья Баскин, Майкл Лонсдейл, Фолькер Прехтель, Федор Шаляпин мл., William Hickey, Michael Habeck, Urs Althaus"
921,Нокдаун,Cinderella Man,"Потерпев несколько поражений кряду, подававший надежды боксёр-тяжеловес Джим Брэддок вынужден бросить спорт. Во времена Великой депрессии Брэддок берётся за любую работу, чтобы прокормить свою жену Мэй и детей. При этом он всё ещё надеется вернуться на ринг. И однажды ему предоставляется такой шанс. В последнюю минуту Джим заменяет другого боксёра и выходит на поединок с претендентом на титул чемпиона мира.",2005,https://image.tmdb.org/t/p/w500/zjUUI27VPQkvzWo02q9U13vWraJ.jpg,7.571,2416,144,Рон Ховард,"Рассел Кроу, Рене Зеллвегер, Пол Джаматти, Крэйг Бирко, Пэдди Консидайн, Брюс Макгилл, Дэвид Хубанд, Коннор Прайс, Ariel Waller, Patrick Louis"
18785,Мальчишник в Вегасе,The Hangover,"Мальчишник в Лас-Вегасе выходит из-под контроля: жених исчезает, а трое его друзей совершенно не помнят события прошлой ночи.",2009,https://image.tmdb.org/t/p/w500/eqfuqXcv0MlbnzihcfsTaTGMbd.jpg,7.331,18086,100,Тодд Филлипс,"Брэдли Купер, Эд Хелмс, Зак Галифианакис, Джастин Барта, Хизер Грэм, Sasha Barrese, Джеффри Тэмбор, Кен Джонг, Рэйчел Харрис, Майк Тайсон"
99,Всё о моей матери,Todo sobre mi madre,"На мать-одиночку Мануэлу обрушивается самое ужасное из земных несчастий — в автокатастрофе погибает её единственный сын Эстебан. Подвергнувшись спонтанному порыву, убитая горем женщина возвращается в город своей бурной юности — Барселону. Там она встречается с призраком Прошлого, чьи уродливые когти безжалостно царапают судьбы людей в Настоящем. Мануэле предстоит встреча с отцом Эстебана и его окружением, от которых она сбежала шестнадцать лет назад.",1999,https://image.tmdb.org/t/p/w500/n1hKRoea94CViCGCQUdRw5WCYQp.jpg,7.617,2071,101,Педро Альмодовар,"Cecilia Roth, Marisa Paredes, Candela Peña, Антония Сан Хуан, Пенелопа Крус, Rosa María Sardà, Fernando Fernán Gómez, Fernando Guillén, Toni Cantó, Carlos Lozano"
81481,Суровое испытание,도가니,"Учитель переводится из Сеула в маленький городок в школу для глухих детей. Это отец-одиночка, для которого важно заработать на лечение больной дочери, так что он готов смириться с небольшими проблемами, которые сразу возникают на новой работе. Но когда мужчина становится свидетелем странного отношения педагогического состава к глухим ученикам, в круг его личных неприятностей вклинивается нечто более серьёзное и страшное.",2011,https://image.tmdb.org/t/p/w500/eI06ZTEVXvcrUPJgRg6TwRvk3wZ.jpg,8.158,772,125,Хван Дон-хёк,"Гон Ю, Чон Ю Ми, 김현수, 정인서, 백승환, Чан Гван, Ким Джу-рён, Ким Мин Сан, 임현성, Чон Гук-хван"
10734,Побег из Алькатраса,Escape from Alcatraz,"Тюрьмы созданы для того, чтобы изолировать от прочего мира отдельных субъектов. Однако среди заключенных всегда находились смельчаки, способные совершить побег. Общество всегда лелеяло мечту о возведении совершенной тюрьмы,из которой невозможно было бы бежать. И такое заведение удалось построить на острове неподалеку от Сан — Франциско. Тюрьма называлась «Алькатрас». Двадцать девять лет считалась она самой надежной тюрьмой США. В ней сидели знаменитые воры, мошенникии даже сам Аль Капоне. Но в один прекрасный день порог этой страшной тюрьмы переступил грабитель банков Фрэнк Моррис.",1979,https://image.tmdb.org/t/p/w500/tzf4aS0ttkn3ccu5sXoOx4czufe.jpg,7.504,3156,113,Don Siegel,"Клинт Иствуд, Патрик МакГуэн, Робертс Блоссом, Jack Thibeau, Фред Уорд, Paul Benjamin, Ларри Хэнкин, Bruce M. Fischer, Frank Ronzio, Fred Stuthman"
193756,Уцелевший,Lone Survivor,"Афганистан, 2005 год. Команда американских спецназовцев получает задание обезвредить известного лидера талибов Ахмада Шаха. Попав в ловушку, солдаты принимают неравный кровопролитный бой, и все они погибают героями. Все, кроме одного. Для уцелевшего Маркуса Латтрела бой только начинается: он любой ценой должен выжить и пробраться к «своим». Когда почти всё потеряно, ему решается помочь Гулаб — мирный человек, ненавидящий войну.",2013,https://image.tmdb.org/t/p/w500/4raR3JsD7GEFOmK0z3zaMgbegMt.jpg,7.433,4745,121,Питер Берг,"Марк Уолберг, Тейлор Китч, Эмиль Хирш, Бен Фостер, Эрик Бана, Али Сулиман, Александр Людвиг, Jerry Ferrara, Scott Elrod, Josh Berry"
75656,Иллюзия обмана,Now You See Me,"Команда лучших иллюзионистов мира проворачивает дерзкие ограбления прямо во время своих шоу, играя в кошки-мышки с агентами ФБР.",2013,https://image.tmdb.org/t/p/w500/theB79zav0sACXPxMFgKI3nQIr8.jpg,7.331,16774,115,Луи Летерье,"Джесси Айзенберг, Вуди Харрельсон, Айла Фишер, Дэйв Франко, Марк Руффало, Мелани Лорэн, Морган Фримен, Майкл Кейн, Майкл Келли, Коммон"
4011,Битлджюс,Beetlejuice,"Что сделает пара непрофессиональных привидений, когда их добрую Новую Англию наводнят снобы из Нью-Йорка? Они наймут частного «био-экзорциста», чтобы изгнать пришельцев. И результат превзойдет все ожидания!",1988,https://image.tmdb.org/t/p/w500/vV40BJbN1NVYkOXVdkQt4qi1PmQ.jpg,7.37,8443,92,Тим Бёртон,"Алек Болдуин, Джина Дэвис, Вайнона Райдер, Кэтрин О’Хара, Джеффри Джонс, Майкл Китон, Гленн Шэдикс, Сильвия Сидни, Патрис Мартинес, Дик Каветт"
827,Дьяволицы,Les Diaboliques,"Директор частной школы Мишель Деласаль — плохой муж и очень плохой человек. Его не выносят коллеги, жена Кристина и даже его любовница Николь. Кристина, которой на самом деле принадлежит школа, хочет развода, но Мишель заявляет, что скорее убьёт несчастную женщину, чем допустит своё разорение. Доведенные до предела, бывшие соперницы решаются на крайний шаг — утопить Мишеля во время уикенда. Останется только спрятать труп, заявить в полицию об исчезновении и забыть об этом кошмаре. Но вдруг тело исчезает, а Кристину начинают преследовать странные видения… Тем временем, отставной инспектор Фише начинает поиски исчезнувшего мужа директрисы.",1955,https://image.tmdb.org/t/p/w500/qx17BRPIcv1QogBNC5hK2dFpeif.jpg,7.9,1093,114,Henri-Georges Clouzot,"Véra Clouzot, Simone Signoret, Paul Meurisse, Charles Vanel, Jean Brochard, Pierre Larquey, Michel Serrault, Yves-Marie Maurin, Georges Poujouly, Thérèse Dorny"
61791,Восстание планеты обезьян,Rise of the Planet of the Apes,"Действие фильма происходит в современном Сан-Франциско и строится вокруг ученого, генетические эксперименты которого привели к возникновению высокоразвитого интеллекта у обезьян. Приматы, осознав свое подчиненное положение, поднимают восстание и лишают человека звания царя природы.",2011,https://image.tmdb.org/t/p/w500/zaFwaW1btoTKoLhpAOoyEewSxz7.jpg,7.343,12744,105,Руперт Уайатт,"Энди Сёркис, Джеймс Франко, Фрида Пинто, Джон Литгоу, Брайан Кокс, Том Фелтон, Тайлер Лэбин, Карин Коновал, Терри Нотари, Кристофер Гордон"
122917,Хоббит: Битва пяти воинств,The Hobbit: The Battle of the Five Armies,"После гибели Смауга за сокровища Одинокой горы сходятся пять воинств: гномы, эльфы, люди, орки и варги. Древние союзы трещат под давлением жадности и страха, а попытки сохранить мир тонут в нарастающем хаосе. Когда битва становится неизбежной, на первый план выходят честь, верность и личный выбор. Исход сражения определяет будущее этих земель.",2014,https://image.tmdb.org/t/p/w500/19fnHQ9g3Sy87rHKtw3wqhkBGOh.jpg,7.334,15347,144,Питер Джексон,"Иэн МакКеллен, Мартин Фримен, Ричард Армитидж, Орландо Блум, Эванджелин Лилли, Люк Эванс, Ли Пейс, Бенедикт Камбербэтч, Кен Стотт, Эйдан Тёрнер"
491418,Семья по-быстрому,Instant Family,"Бездетные супруги Пит и Элли решают усыновить ребёнка, но так уж получается, что в их семье появляется сразу 3-ое детей - 2 сестры и брат. Теперь Пит и Элли оказываются перед настоящим испытанием.",2018,https://image.tmdb.org/t/p/w500/2jXgy1QEKJFMz33vREr0pjYIqPs.jpg,7.496,3234,118,Sean Anders,"Марк Уолберг, Роуз Бирн, Аллин Рэйчел, Изабела Мерсед, Джули Хэгерти, Тиг Нотаро, Октавия Спенсер, Густаво Эскобар, Марго Мартиндейл, Julianna Gamiz"
324552,Джон Уик 2,John Wick: Chapter 2,"Когда бывший коллега Джона решает взять под свой контроль таинственную гильдию убийц, Уик вынужден выйти из отставки. Ведомый кровавой клятвой Джон отправляется в Рим, где ему придется сразиться с одними из самых опасных киллеров в мире.",2017,https://image.tmdb.org/t/p/w500/60dPOD22s6TS2SfQiiOGOePBg8N.jpg,7.337,14244,122,Чад Стахелски,"Киану Ривз, Коммон, Лоренс Фишбёрн, Риккардо Скамарчо, Руби Роуз, Лэнс Реддик, Питер Стормаре, Бриджет Мойнэхэн, Франко Неро, Джон Легуизамо"
855,Чёрный ястреб,Black Hawk Down,"Сомали, 1993 год. Страна вымирает от голода, число жертв превысило триста тысяч человек. Миротворческие силы ООН пытаются восстановить порядок и организовать поставки продовольствия. В помощь им Вашингтон выслал полтысячи человек из элитных подразделений американской армии, знаменитые отряды «Дельта» и армейских рейнджеров.",2001,https://image.tmdb.org/t/p/w500/pldx0WRjMNVUAEpGjObLhKz9kw3.jpg,7.393,6359,144,Ридли Скотт,"Джош Хартнетт, Эрик Бана, Юэн Макгрегор, Том Сайзмор, Уильям Фихтнер, Сем Шепард, Джейсон Айзекс, Юэн Бремнер, Орландо Блум, Том Харди"
614934,Элвис,Elvis,"История жизни и музыки Элвиса Пресли через призму сложных взаимоотношений с его менеджером, полковником Томом Паркером. Они работали вместе более 20 лет: от начала карьеры Элвиса до его небывалой славы.",2022,https://image.tmdb.org/t/p/w500/znyOVNmWsX9TaUP4MDiu5D42ODH.jpg,7.459,3881,159,Баз Лурман,"Остин Батлер, Том Хэнкс, Оливия Дейонг, Helen Thomson, Ричард Роксбург, Келвин Харрисон мл., Дэвид Уэнэм, Коди Смит-Макфи, Люк Брейси, Дейкр Монтгомери"
628,Интервью с вампиром,Interview with the Vampire,"К падкому на сенсации журналисту приходит вампир, чтобы поведать историю своей жизни. Все началось в 1791 году, когда молодой плантатор Луи, потеряв жену и ребенка, захотел умереть, но «родился для мрака». Выслушав рассказ вампира, журналист пожелал стать таким же, как он…",1994,https://image.tmdb.org/t/p/w500/6vTlwSPVgpNLpAzwjy3o1QSs94K.jpg,7.391,6429,123,Нил Джордан,"Том Круз, Брэд Питт, Антонио Бандерас, Кристиан Слейтер, Стивен Ри, Кирстен Данст, Domiziana Giordano, Тэнди Ньютон, Laure Marsac, Джон МакКоннелл"
9470,Разборки в стиле кунг-фу,功夫,"1930-е — время господства на улицах Шанхая жестоких законов банд, поделивших город на сферы влияния. Группировка Топоры наводит страх на мирных жителей и вдохновляет на подвиги юных подражателей. Однажды один из таких не в меру горячих парней устраивает настоящий погром в Свинарном переулке на окраине города, выдав себя за одного из Топоров. Это становится причиной начала войны между настоящими участниками банды и обитателями местных трущоб, которые все как один оказываются мастерами боевых искусств.",2004,https://image.tmdb.org/t/p/w500/egH5UY1bstzUsXaeE6Mtmybf1Wn.jpg,7.496,3182,99,Стивен Чоу,"Стивен Чоу, Цю Юен, Юэнь Ва, 林子聰, 梁小龍, 黄圣依, 陳國坤, Цзю Цзи Лин, Син Юй, Zhihua Dong"
13183,Хранители,Watchmen,"Параллельная реальность, в Америке 1985 года. В этом мире супергерои стали частью повседневной жизни общества, а Часы Судного Дня, застыв в пяти минутах от полуночи, отсчитывают время до столкновения ведущих мировых держав. После убийства одного из своих прежних коллег Роршах – супергерой, никогда не снимающий маски, - полон решимости свершить суд Линча. Он начинает расследование заговора, призванного уничтожить или дискредитировать всех супергероев прошлого и настоящего. Он собирает своих соратников – отставной легион борцов с преступностью, но лишь один из них обладает подлинной силой. Постепенно Роршах осознает пугающий масштаб заговора, связанного с общим прошлым героев и сулящего катастрофические последствия в будущем. Они хранят наш покой, но кто охранит нас от Хранителей?",2009,https://image.tmdb.org/t/p/w500/vxDpI0PwoXNhkoxEvy8BtZAFoYZ.jpg,7.354,9985,162,Зак Снайдер,"Малин Акерман, Патрик Уилсон, Билли Крудап, Мэтью Гуд, Джэки Ерл Хейли, Джеффри Дин Морган, Карла Гуджино, Лора Меннелл, Мэтт Фрюэр, Стивен МакХэтти"
675353,Соник 2 в Кино,Sonic the Hedgehog 2,"Поселившись в Грин Хилз, Соник стремится доказать, что у него есть все задатки настоящего героя. И геройское испытание не заставляет себя долго ждать: злодейский доктор Роботник вновь строит козни. На этот раз с загадочным напарником Наклзом. Вместе они разыскивают бесценный изумруд, в котором заключены силы, способные уничтожать целые цивилизации. Соник объединяется с лисёнком Тейлзом, чтобы отправиться в кругосветное путешествие и найти изумруд до того, как он попадет в плохие руки.",2022,https://image.tmdb.org/t/p/w500/6gi3bF0Qymv6Ja4FYIInLxa4xDU.jpg,7.4,5867,122,Джефф Фаулер,"Бен Шварц, Джеймс Марсден, Тика Самптер, Коллин О’Шонесси, Идрис Эльба, Джим Керри, Наташа Ротуэлл, Адам Палли, Шемар Мур, Ли Мадждаб"
69,Переступить черту,Walk the Line,"Эта биографическая лента посвящена истории жизни легендарного певца в стиле кантри Джонни Кэша и его второй жены Джун Картер. Юность Кэша, родившегося в 1932 году в Арканзасе, была омрачена трагической гибелью его старшего брата и пренебрежительным отношением к нему со стороны отца, считавшего его плохим сыном.  Военную службу будущий певец и музыкант проходил в Германии в рядах Военно-воздушных сил США. В 1954 году он женился на Вивиан, которая родила ему дочь, а в 1955-м, в возрасте 23 лет, выпустил свой первый хит «Cry, Cry, Cry». Вскоре Кэш отправился в турне по США вместе с Джерри Ли Льюисом, Элвисом Пресли и Джун Картер, о которой он безнадежно мечтал целых десять лет.",2005,https://image.tmdb.org/t/p/w500/zvYIvIazeQHQoTokREGYLLgQ37z.jpg,7.498,3135,136,Джеймс Мэнголд,"Хоакин Феникс, Риз Уизерспун, Джиннифер Гудвин, Роберт Патрик, Даллас Робертс, Дэн Джон Миллер, Ларри Бэгби, Shelby Lynne, Tyler Hilton, Waylon Payne"
301,Рио Браво,Rio Bravo,"Шериф маленького городка Рио Браво Джон Ченс арестовывает убийцу. Брат арестованного, известный бандит, собирает самых отчаянных головорезов со всей округи для его освобождения.  Город наводнен преступниками, но Ченс принимает вызов. На помощь к шерифу приходят лишь пьяница, певица и молодой, но быстрый стрелок. Горстка смельчаков стоит за правое дело…",1959,https://image.tmdb.org/t/p/w500/4gI4KKmoi0d3yfsF71YU3S0I5t8.jpg,7.81,1265,141,Говард Хоукс,"Джон Уэйн, Dean Martin, Ricky Nelson, Энджи Дикинсон, Walter Brennan, Уорд Бонд, John Russell, Pedro Gonzalez Gonzalez, Estelita Rodriguez, Клод Экинс"
786,Почти знаменит,Almost Famous,"История о том, как простой американский мальчишка Уильям Миллер волею случая стал корреспондентом авторитетного музыкального журнала «Роллинг Стоун» и отправился по заданию редакции в турне с группой «Стиллуотер».  В компании суровых рокеров, юных фанаток и бурлящих в крови гормонов парень делает свой первый шаг в полную удивительных приключений взрослую жизнь расклешенных семидесятых. И уж, поверьте, эти самые приключения не заставят себя ждать!",2000,https://image.tmdb.org/t/p/w500/yZJo744GsnuN1NhlbR92xhgXZnm.jpg,7.5,3098,124,Кэмерон Кроу,"Билли Крудап, Фрэнсис Макдорманд, Кейт Хадсон, Джейсон Ли, Патрик Фьюгит, Зоуи Дешанель, Майкл Ангарано, Анна Пэкуин, Fairuza Balk, Ноа Тейлор"
169813,Короткий срок 12,Short Term 12,"Грейс — молодая сотрудница медицинского учреждения, руководящая отделением для трудных подростков. Ее жизнь меняется в наблюдениях за новой группой, ведь у нее тоже когда-то было тяжелое прошлое…",2013,https://image.tmdb.org/t/p/w500/3u2pEC0aMsNDzMfyFoqoBJwBx4U.jpg,7.755,1411,96,Дестин Дэниел Креттон,"Бри Ларсон, Джон Галлахер мл., Кейтлин Дивер, Рами Малек, Лакит Стэнфилд, Kevin Hernandez, Мелора Уолтерс, Стефани Беатриз, Lydia Du Veaux, Alex Calloway"
20334,Магазинчик за углом,The Shop Around the Corner,"«Матюшек и Ко.» — магазин подарков и сувениров на углу. В штате есть сотрудник — Альфред Кралик, симпатичный молодой человек, который влюблен в девушку, которую он никогда не видел, и даже не знает имени (их «роман» завязался через почтовый ящик, по переписке).",1940,https://image.tmdb.org/t/p/w500/z054dMEswbnJvBGrp0e9aZRTLSS.jpg,8.077,835,99,Ernst Lubitsch,"Margaret Sullavan, Джеймс Стюарт, Frank Morgan, Joseph Schildkraut, Sara Haden, Felix Bressart, William Tracy, Inez Courtney, Sarah Edwards, Edwin Maxwell"
505262,Моя геройская академия: Два героя,僕のヒーローアカデミア THE MOVIE ～2人の英雄～,"Идзуку и Всемогущий прилетают на остров, где проходит выставка I-Expo. Там они встречают старого друга Всемогущего Дэвида Шилда и его дочь Мелиссу. Вместе с другими учениками класса А-1 они отдыхают и развлекаются, а тем временем на острове появляется группа злодеев, с которой и придется сразиться ученикам геройской академии.",2018,https://image.tmdb.org/t/p/w500/25SywtGRDkIL3OuKWBuaK74UKiN.jpg,7.882,1107,96,Кэндзи Нагасаки,"Даики Ямасита, Кэнта Миякэ, Мирай Шида, Кацухиса Намасэ, Нобухико Окамото, Аянэ Сакура, Кайто Исикава, Юки Кадзи, Марина Иноуэ, Тосики Масуда"
621,Бриолин,Grease,"50-е годы. Дэнни Зуко и Сэнди влюбляются, расстаются и вновь воссоединяют любящие сердца.",1978,https://image.tmdb.org/t/p/w500/zYB3nr3Iob2ZvVH6NSjAxyxDZjY.jpg,7.371,7664,110,Randal Kleiser,"Olivia Newton-John, Джон Траволта, Стокард Чэннинг, Jeff Conaway, Barry Pearl, Michael Tucci, Kelly Ward, Didi Conn, Jamie Donnelly, Дина Манофф"
42269,Мы так любили друг друга,C'eravamo tanto amati,"История взаимоотношений трех друзей, влюбленных в одну женщину.",1974,https://image.tmdb.org/t/p/w500/wqCcSElrlRQqYRi8SdYZbNHIzxG.jpg,8.285,649,125,Ettore Scola,"Nino Manfredi, Vittorio Gassman, Стефания Сандрелли, Stefano Satta Flores, Giovanna Ralli, Aldo Fabrizi, Marcella Michelangeli, Elena Fabrizi, Fiammetta Baralla, Isa Barzizza"
119450,Планета обезьян: Революция,Dawn of the Planet of the Apes,"Численность генетически модифицированных обезьян, возглавляемых Цезарем, продолжает увеличиваться, но обезьянам угрожают люди, которым удалось выжить во время ужасной эпидемии десятилетней давности. Поначалу между соперниками устанавливается хрупкий мир, но он оказывается недолговечным. Обезьяны и люди находятся на грани войны, в ходе которой станет понятно, кто из них в будущем станет безраздельно править планетой.",2014,https://image.tmdb.org/t/p/w500/4MLrcm3kHB4na5zoGONDEenY2Jh.jpg,7.338,12218,130,Мэтт Ривз,"Энди Сёркис, Джейсон Кларк, Тоби Кеббелл, Гэри Олдман, Кери Расселл, Коди Смит-Макфи, Ник Терстон, Карин Коновал, Терри Нотари, Док Шоу"
81188,Хранители Снов,Rise of the Guardians,"Когда злой дух Кромешник посягает на самое дорогое — детские мечты, Северянин, Ледяной Джек, Кролик, Зубная Фея и Песочный Человек впервые объединяются, чтобы создать команду Хранителей снов…",2012,https://image.tmdb.org/t/p/w500/338JxTywTCKqel7RsGgMIqmYooJ.jpg,7.375,7146,97,Питер Рэмси,"Крис Пайн, Алек Болдуин, Джуд Лоу, Айла Фишер, Хью Джекман, Дакота Гойо, Isabella Blake-Thomas, Джейкоб Бертран, Хамани Гриффин, Kamil McFadden"
