tmdb_id,show_tmdb_id,season_number,title,original_title,description,release_year,image_url,air_date
144348,99966,1,Сезон 1,Сезон 1,,2022,https://image.tmdb.org/t/p/w500/q1TtqBl8IJVbMFsvNTeUpaLkNUn.jpg,2022-01-28
296466,99966,2,Сезон 2,Сезон 2,,,https://image.tmdb.org/t/p/w500/b1tfQgSvatcxG4BefzoBSW05t1N.jpg,
78415,67070,1,Сезон 1,Сезон 1,"A bittersweet portrait into the mind of a dry-witted, sexual, angry, porn-watching, grief-riddled woman, trying to make sense of the world. As she hurls herself headlong at modern living, Fleabag is thrown roughly up against the walls of contemporary London, with all its frenetic energy, late nights, and bright lights, in this very modern mix of fatalism and hedonism, sustaining a merry-go-round of broken dreamers. By turns hilarious and heartbreaking, this is the thoroughly disarming confessional of a woman so totally detached, she’s utterly lost, and ultimately wondering what the hell she ought to be doing in life. Much like the rest of us.",2016,https://image.tmdb.org/t/p/w500/qI85n9DBgRv6ghhJuzHOCaKXk3v.jpg,2016-07-21
119212,67070,2,Сезон 2,Сезон 2,"Picking up one year after the end of the first series, while Fleabag appears to be more at ease with herself and her newly bustling café, her family seems to be whirling into further turmoil around her. Having not spoken to her sister since we last left her, Fleabag reconnects with Claire at their father’s engagement party, which turns out to be far from a celebration. There, she meets a Catholic priest who turns her life upside down… Series 2 is an exploration into everything that makes us human: love, religion, hope and heartbreak.",2019,https://image.tmdb.org/t/p/w500/o7ytmKNlOIcCyWXLdtDSRXi5Ruc.jpg,2019-03-04
112257,83867,1,Сезон 1,Сезон 1,Приключения разведчика Кассиана Андора в годы формирования Сопротивления.,2022,https://image.tmdb.org/t/p/w500/y9drKh2CVQLiSJXTnX4uXPcpTce.jpg,2022-09-21
427323,83867,2,Сезон 2,Сезон 2,"In season 2, Cassian Andor transforms from soldier to leader to hero on the way to his epic destiny. His story has activated an ever-widening ensemble of allies and enemies. These relationships will intensify as the horizon of galactic war draws near.Everyone will be tested and, as the stakes rise, the betrayals, sacrifices, and conflicting agendas will become profound. Who will live to see their dream realized? Who will realize what that dream cost?",2025,https://image.tmdb.org/t/p/w500/jzL9WLPi4GLg4ricmVuiWYkjbTb.jpg,2025-04-22
349357,230923,1,Сезон 1,Сезон 1,"Im Sol is devastated by the sudden and tragic death of her favorite star, Ryu Sun-jae, a former swimmer turned K-pop idol. But in the midst of her anguish, she magically time slips back to 2008 – when Sun-jae is still only 19 years old! Delighted that she has a chance to help him avert his unhappy future fate, Sol makes it her mission to change the future... and maybe find love along the way.",2024,https://image.tmdb.org/t/p/w500/9gEp7Rs43Fi3eEEBsIMc8xGewNp.jpg,2024-04-08
52303,42671,1,Season 1,Season 1,,2004,https://image.tmdb.org/t/p/w500/rVppTQ17no7mWreOOc43SZ9o0Iz.jpg,2004-07-25
97831,76331,1,Сезон 1,Сезон 1,"When aging, uber-wealthy patriarch Logan Roy—CEO of one of the world's largest media and entertainment conglomerates—decides to retire, each of his four grown children follows a personal agenda that doesn't always sync with those of their siblings—or of their father.",2018,https://image.tmdb.org/t/p/w500/hS62paPx7Ls3c6voXcXJzJNaTG4.jpg,2018-06-03
123438,76331,2,Сезон 2,Сезон 2,"Beginning where season one dramatically left off, season two follows the Roy family as they struggle to retain control of their empire, and while the future looks increasingly uncertain, it is the past that threatens to ultimately destroy them.",2019,https://image.tmdb.org/t/p/w500/hXuVhMxi3ZNzfBY8h7Hiiotmjiy.jpg,2019-08-11
201216,76331,3,Сезон 3,Сезон 3,"Ambushed by his rebellious son Kendall at the end of Season 2, Logan Roy begins Season 3 in a perilous position. Scrambling to secure familial, political, and financial alliances, tensions rise as a bitter corporate battle threatens to turn into a family civil war.",2021,https://image.tmdb.org/t/p/w500/zOFosA3Ew4xW9jsoWYU2ou16a5F.jpg,2021-10-17
298958,76331,4,Сезон 4,Сезон 4,"In season four, the sale of media conglomerate Waystar Royco to tech visionary Lukas Matsson moves ever closer. The prospect of this seismic sale provokes existential angst and familial division among the Roys as they anticipate what their lives will look like once the deal is completed. A power struggle ensues as the family weighs up a future where their cultural and political weight is severely curtailed.",2023,https://image.tmdb.org/t/p/w500/rIGO15WSt2OcgSEYJEvJQJIY1Kj.jpg,2023-03-26
66343,62560,1,сезон_1.0,сезон_1.0,"История молодого программиста Эллиота, страдающего социофобией и решившего, что единственный приемлемый для него способ взаимодействия с людьми — это профессия хакера. Таким образом, он быстро оказывается в том самом месте, где пересекаются интересы его работодателя — фирмы, занимающейся кибербезопасностью, — и подпольных организаций, которые пытаются его завербовать с целью обрушения самых могучих американских корпораций.",2015,https://image.tmdb.org/t/p/w500/1aiNh5Gak36EdpdwhvWHIXzAj50.jpg,2015-06-24
75658,62560,2,сезон_2.0,сезон_2.0,,2016,https://image.tmdb.org/t/p/w500/eiH3zMJV846F2gFM9jX8IX6BFzT.jpg,2016-07-13
91537,62560,3,сезон_3.0,сезон_3.0,,2017,https://image.tmdb.org/t/p/w500/3NWcy4WNLq7tTjO0DVxDEDYlPbN.jpg,2017-10-11
131086,62560,4,сезон_4.0,сезон_4.0,,2019,https://image.tmdb.org/t/p/w500/uI58hNro3yNXCgWwa9dMPTV9KOZ.jpg,2019-10-06
214816,135918,1,Miniseries,Miniseries,,2021,https://image.tmdb.org/t/p/w500/auiRgA2nEbX24jJxbuqRa1PFESj.jpg,2021-11-17
356756,234763,1,Сезон 1,Сезон 1,"По улицам шагает перестройка, а эпоха Советского Союза близится к закату. Как жить по-новому, никто не знает - переменчивые 80-е приносят не только свободу, но и беспредел. Одних мальчишек воспитывают улицы, как робкого школьника Андрея. Другие уже не могут найти себе места в этой тревожной реальности, как Вова. Чтобы выжить, молодежь вынуждена сбиваться в стаи: драться будут за каждый клочок земли. И только обещания, данные друзьям, будут важнее всего - превыше насилия и страхов взрослого мира.",2023,https://image.tmdb.org/t/p/w500/lPG52eTyqgrzfXyCYduhzmuClVj.jpg,2023-11-09
23501,12609,1,Сезон 1,Сезон 1,,1986,https://image.tmdb.org/t/p/w500/71cN2oBEAeLkAsoI0b2gr2W1zxG.jpg,1986-02-26
50767,39351,1,Сезон 1,Сезон 1,"Nick is descended from a line of creature hunters known as Grimms, who have the responsibility to protect the rest of mankind from the creatures who are known as Wesen. Aunt Marie also tells him that the trailer she brought contains information and equipment to help him in his task. gives Nick a small antique key and tells him to protect it with his life as ""they"" want it.

With help from Monroe, a Blutbad he met while working on case, and Rosalee Calvert, a Fuchsbau, Nick deals with crimes involving several different types of Wesen ranging from the bear-like Jägerbars to the rat-like Reinigen.",2011,https://image.tmdb.org/t/p/w500/erKCnbkLaaSRmCML183nXLCIesn.jpg,2011-10-28
50768,39351,2,Сезон 2,Сезон 2,"Nick is being reunited with his mother, Kelly Burkhardt briefly. Sean Renard wakes Juliette from her coma with a potion, revealing himself to be a half-Zauberbiest and a Royal. The potion is causing Sean and Juliette to become dangerously obsessed with each other. This requires all of Rosalee's apothecary skills to resolve.

Juliette is unable to remember her relationship with Nick. Nick is forced to explain to Hank about Wesen and that he is a Grimm.

Adalind conducts affairs with both Sean Renard and his brother, Eric, to become pregnant and trading the baby with Stefania Vaduva Popescu, the Queen of the Schwarzwald Gypsies, for the return of her powers.

Eric conceives a plan to capture Nick and force Sean to return to Europe using the zombies of Baron Samedi to create chaos in Portland.  The season ends with Nick in a coffin in the first stage of a Cracher-Mortel victim: paralysis with a death-like appearance.",2012,https://image.tmdb.org/t/p/w500/eD4K8951bEai6bfkN3t5zPI8Iqz.jpg,2012-08-13
50769,39351,3,Сезон 3,Сезон 3,"Under the effects of the Cracher-Mortel toxin, Nick causes the plane carrying him to Europe to crash, killing Baron Samedi. A residual effect of the Cracher-Mortel toxin, however, causes Nick's endurance to be increased along with his strength.  Juliette, with her new-found knowledge of the Wesen world, enthusiastically joins Nick, Hank, Monroe, and Rosalee in their adventures.

Adalind's pregnancy continues as she goes through the Contaminatio Ritualis with the help of Stefania, and Captain Renard realizes that the rumored royal baby being offered for sale could be Adalind's.  Captain Renard arranges for the assassination of his half brother, Eric, who is replaced in the royal hierarchy by his cousin, Viktor.

Monroe proposes to Rosalee, and she happily accepts.",2013,https://image.tmdb.org/t/p/w500/nFXkIKKCG8BPazEtvDFcOpcL8CK.jpg,2013-10-25
